1000001,2525,10007,\N,\N,1000054,\N,2222333344440063,2018-01-01 17:26:44
1000002,18660,10008,\N,\N,1000046,\N,\N,2018-01-01 07:51:44
1000003,4200,10001,69257391,UPS,1000054,1000062,\N,2018-01-01 19:01:49
1000004,7900,10001,79413747,UPS,1000034,1000042,1111222233330043,2018-01-01 14:13:48
1000005,14685,10006,\N,\N,1000011,\N,\N,2018-01-01 20:35:41
1000006,8150,10001,14289539,UPS,\N,1000033,1111222233330095,2018-01-02 21:23:19
1000007,240,10004,\N,\N,1000004,\N,\N,2018-01-02 19:26:47
1000008,70030,10005,\N,\N,1000017,\N,2222333344440026,2018-01-02 10:18:45
1000009,4850,10008,\N,\N,1000015,\N,1111222233330024,2018-01-02 20:31:33
1000010,6980,10008,\N,\N,1000005,\N,\N,2018-01-02 15:54:40
1000011,7160,10001,45918989,USPS,1000043,1000051,\N,2018-01-02 02:16:52
1000012,50,10001,69365323,USPS,1000043,1000051,\N,2018-01-02 15:46:14
1000013,31175,10006,\N,\N,1000037,\N,\N,2018-01-02 18:50:09
1000014,29720,10008,\N,\N,1000002,\N,2222333344440011,2018-01-02 03:11:04
1000015,1200,10006,\N,\N,1000046,\N,\N,2018-01-02 13:14:37
1000016,5000,10001,19011522,Fedex,1000052,1000060,2222333344440061,2018-01-03 00:22:04
1000017,900,10003,\N,\N,1000043,\N,\N,2018-01-03 04:50:12
1000018,26240,10001,68936943,USPS,\N,1000057,2222333344440020,2018-01-03 07:37:42
1000019,3320,10001,39894905,UPS,1000046,1000054,\N,2018-01-03 06:56:03
1000020,30990,10001,89780990,Fedex,\N,1000066,1111222233330013,2018-01-03 10:35:41
1000021,4410,10003,\N,\N,1000006,\N,2222333344440015,2018-01-03 20:53:58
1000022,1000,10008,\N,\N,\N,\N,2222333344440083,2018-01-03 00:48:41
1000023,6660,10001,71788209,USPS,\N,1000051,1111222233330079,2018-01-03 12:58:53
1000024,390,10009,\N,\N,1000043,\N,\N,2018-01-03 01:15:23
1000025,37910,10006,\N,\N,\N,\N,1111222233330080,2018-01-03 06:46:12
1000026,4140,10007,\N,\N,1000054,\N,1111222233330063,2018-01-03 08:47:57
1000027,6375,10008,\N,\N,1000023,\N,1111222233330032,2018-01-03 07:27:13
1000028,6770,10002,\N,\N,1000042,\N,\N,2018-01-03 03:25:48
1000029,26750,10001,52189243,UPS,1000023,1000031,1111222233330032,2018-01-03 17:27:16
1000030,170,10001,24903082,UPS,\N,1000048,2222333344440055,2018-01-03 14:43:43
1000031,1630,10009,\N,\N,1000044,\N,2222333344440053,2018-01-03 08:45:27
1000032,2600,10001,43470677,UPS,1000031,1000039,\N,2018-01-03 05:58:15
1000033,44310,10001,51996062,Fedex,1000042,1000050,1111222233330051,2018-01-03 15:20:24
1000034,2500,10001,26882084,EMS,1000036,1000044,2222333344440045,2018-01-03 09:25:25
1000035,390,10001,33094538,USPS,\N,1000056,2222333344440054,2018-01-03 00:08:54
1000036,42105,10001,56701287,Fedex,1000030,1000038,\N,2018-01-03 08:26:51
1000037,10715,10001,95885584,Fedex,1000053,1000061,\N,2018-01-03 08:04:28
1000038,5440,10001,88173808,UPS,\N,1000024,1111222233330089,2018-01-03 23:17:49
1000039,1990,10001,85472024,UPS,1000036,1000044,2222333344440045,2018-01-03 00:39:36
1000040,4420,10002,\N,\N,1000020,\N,\N,2018-01-03 13:44:28
1000041,700,10001,94394023,USPS,\N,1000025,1111222233330021,2018-01-03 22:44:27
1000042,4215,10001,94046429,EMS,1000053,1000061,2222333344440062,2018-01-03 19:36:53
1000043,5100,10001,51829861,USPS,1000020,1000028,\N,2018-01-03 10:46:48
1000044,1200,10001,94798219,UPS,1000001,1000009,\N,2018-01-03 10:16:06
1000045,1200,10001,66740222,UPS,\N,1000041,1111222233330026,2018-01-03 13:01:41
1000046,3800,10002,\N,\N,1000051,\N,2222333344440060,2018-01-03 16:11:42
1000047,8925,10008,\N,\N,1000024,\N,1111222233330033,2018-01-03 00:02:16
1000048,3830,10007,\N,\N,\N,\N,1111222233330079,2018-01-03 00:17:36
1000049,10195,10006,\N,\N,1000001,\N,2222333344440010,2018-01-03 18:25:54
1000050,6070,10002,\N,\N,\N,\N,1111222233330069,2018-01-03 00:28:06
1000051,1400,10001,50246071,EMS,1000048,1000056,\N,2018-01-03 16:27:05
1000052,8165,10006,\N,\N,1000054,\N,\N,2018-01-03 18:17:23
1000053,3360,10001,35901430,UPS,\N,1000037,2222333344440035,2018-01-03 00:13:28
1000054,3600,10004,\N,\N,1000022,\N,\N,2018-01-03 05:35:36
1000055,7710,10006,\N,\N,\N,\N,1111222233330098,2018-01-04 15:36:27
1000056,850,10001,71969717,Fedex,\N,1000057,2222333344440044,2018-01-04 12:56:58
1000057,6120,10005,\N,\N,\N,\N,1111222233330023,2018-01-04 15:56:03
1000058,3865,10001,69464995,Fedex,1000013,1000021,2222333344440022,2018-01-04 02:54:23
1000059,1600,10001,72796672,UPS,1000035,1000043,\N,2018-01-04 18:22:14
1000060,22625,10001,62406517,USPS,1000021,1000029,\N,2018-01-04 23:36:53
1000061,3000,10001,34627027,USPS,1000048,1000056,\N,2018-01-04 01:31:21
1000062,36550,10001,45614750,USPS,\N,1000016,2222333344440005,2018-01-04 14:32:49
1000063,4530,10001,22855279,USPS,1000004,1000012,2222333344440013,2018-01-04 12:59:57
1000064,8160,10002,\N,\N,1000038,\N,\N,2018-01-04 04:50:47
1000065,7670,10001,38876911,EMS,1000048,1000056,\N,2018-01-04 00:14:58
1000066,14850,10001,19233766,USPS,\N,1000047,1111222233330051,2018-01-04 15:45:34
1000067,2050,10001,47456766,Fedex,1000056,1000064,\N,2018-01-04 01:52:24
1000068,4870,10001,82631119,Fedex,\N,1000021,2222333344440077,2018-01-04 22:26:48
1000069,750,10001,42859529,USPS,1000031,1000039,\N,2018-01-04 19:14:13
1000070,1400,10002,\N,\N,1000010,\N,\N,2018-01-04 18:55:03
1000071,530,10001,87601551,USPS,\N,1000036,1111222233330021,2018-01-04 03:14:43
1000072,170,10007,\N,\N,1000014,\N,\N,2018-01-04 11:36:48
1000073,34270,10001,60214317,USPS,1000014,1000022,1111222233330023,2018-01-04 01:26:38
1000074,8750,10001,81283159,Fedex,1000002,1000010,2222333344440011,2018-01-04 01:35:48
1000075,3120,10008,\N,\N,1000012,\N,\N,2018-01-04 19:04:14
1000076,11680,10001,78149894,EMS,1000026,1000034,2222333344440035,2018-01-04 17:30:18
1000077,1590,10007,\N,\N,\N,\N,2222333344440014,2018-01-04 20:18:52
1000078,5510,10001,60839694,Fedex,1000041,1000049,1111222233330050,2018-01-04 16:21:05
1000079,3310,10001,14842076,USPS,1000029,1000037,1111222233330038,2018-01-04 14:28:54
1000080,3750,10007,\N,\N,\N,\N,2222333344440088,2018-01-04 15:02:00
1000081,8180,10002,\N,\N,1000032,\N,\N,2018-01-04 23:42:52
1000082,3050,10001,64739974,Fedex,1000031,1000039,2222333344440040,2018-01-04 15:56:06
1000083,3045,10001,27559304,UPS,\N,1000020,1111222233330061,2018-01-04 06:27:21
1000084,48640,10001,73125788,UPS,1000013,1000021,\N,2018-01-04 19:33:56
1000085,5220,10006,\N,\N,1000017,\N,\N,2018-01-04 01:05:38
1000086,2900,10001,56478813,Fedex,\N,1000070,2222333344440030,2018-01-04 00:17:18
1000087,1395,10002,\N,\N,1000022,\N,\N,2018-01-04 02:51:54
1000088,39280,10001,42550166,UPS,1000042,1000050,\N,2018-01-04 10:48:03
1000089,1680,10001,53354968,Fedex,1000010,1000018,\N,2018-01-04 13:29:58
1000090,5905,10001,77313580,Fedex,1000031,1000039,\N,2018-01-04 10:04:06
1000091,6240,10007,\N,\N,\N,\N,2222333344440040,2018-01-04 03:06:39
1000092,4815,10007,\N,\N,\N,\N,1111222233330068,2018-01-04 21:52:57
1000093,4800,10007,\N,\N,\N,\N,1111222233330095,2018-01-04 03:36:54
1000094,1240,10001,87315463,Fedex,1000033,1000041,\N,2018-01-04 07:16:33
1000095,2560,10001,92365622,Fedex,1000030,1000038,2222333344440039,2018-01-04 21:00:33
1000096,5070,10006,\N,\N,\N,\N,1111222233330086,2018-01-04 21:09:21
1000097,6390,10002,\N,\N,\N,\N,1111222233330002,2018-01-05 07:58:39
1000098,1950,10001,91872835,EMS,1000031,1000039,2222333344440040,2018-01-05 10:16:30
1000099,58100,10005,\N,\N,1000026,\N,\N,2018-01-05 15:48:04
1000100,49000,10001,79387961,UPS,1000012,1000020,\N,2018-01-05 11:42:47
1000101,7850,10001,49062913,EMS,1000016,1000024,\N,2018-01-05 03:33:13
1000102,4880,10001,25380023,UPS,1000043,1000051,\N,2018-01-05 07:09:18
1000103,21870,10002,\N,\N,1000024,\N,2222333344440033,2018-01-05 19:12:47
1000104,11670,10001,22725236,EMS,\N,1000067,2222333344440021,2018-01-05 19:50:20
1000105,47230,10001,32409196,UPS,1000002,1000010,\N,2018-01-05 16:58:13
1000106,5790,10006,\N,\N,1000036,\N,\N,2018-01-05 03:10:49
1000107,700,10001,17280474,EMS,1000015,1000023,\N,2018-01-05 15:32:43
1000108,6140,10001,43934004,EMS,\N,1000055,2222333344440069,2018-01-05 00:57:45
1000109,33210,10008,\N,\N,1000021,\N,\N,2018-01-05 04:12:44
1000110,4200,10005,\N,\N,\N,\N,2222333344440018,2018-01-05 12:51:24
1000111,750,10001,50909689,Fedex,1000040,1000048,2222333344440049,2018-01-05 16:11:22
1000112,6350,10001,25646993,EMS,\N,1000073,1111222233330022,2018-01-06 09:42:24
1000113,1055,10001,19149596,UPS,1000016,1000024,\N,2018-01-06 13:18:06
1000114,12700,10001,69982778,Fedex,1000021,1000029,\N,2018-01-06 06:33:00
1000115,13450,10004,\N,\N,1000032,\N,\N,2018-01-06 15:30:13
1000116,50795,10001,90112354,Fedex,\N,1000061,2222333344440053,2018-01-06 19:37:38
1000117,16100,10006,\N,\N,1000043,\N,\N,2018-01-06 14:57:35
1000118,7925,10004,\N,\N,1000044,\N,\N,2018-01-06 11:37:01
1000119,3300,10001,49993210,USPS,\N,1000052,2222333344440098,2018-01-06 16:57:42
1000120,2860,10001,57418035,USPS,1000056,1000064,\N,2018-01-06 11:28:06
1000121,45,10002,\N,\N,1000054,\N,\N,2018-01-06 04:47:37
1000122,6010,10009,\N,\N,1000046,\N,1111222233330055,2018-01-06 13:20:27
1000123,4200,10001,74770737,EMS,\N,1000026,1111222233330091,2018-01-06 20:13:07
1000124,21000,10006,\N,\N,1000001,\N,2222333344440010,2018-01-07 06:54:46
1000125,5270,10001,50510775,Fedex,1000048,1000056,\N,2018-01-07 20:59:07
1000126,5560,10009,\N,\N,\N,\N,2222333344440049,2018-01-07 11:31:45
1000127,3180,10003,\N,\N,\N,\N,1111222233330082,2018-01-07 00:06:17
1000128,480,10004,\N,\N,1000040,\N,\N,2018-01-07 02:42:20
1000129,7310,10001,71486704,EMS,1000030,1000038,\N,2018-01-07 00:27:58
1000130,4960,10001,57445818,UPS,\N,1000016,2222333344440021,2018-01-07 06:22:23
1000131,2750,10001,62119045,USPS,1000026,1000034,\N,2018-01-07 22:00:34
1000132,8200,10003,\N,\N,1000044,\N,2222333344440053,2018-01-07 16:34:16
1000133,89870,10004,\N,\N,1000056,\N,1111222233330065,2018-01-08 19:39:46
1000134,7500,10003,\N,\N,1000028,\N,2222333344440037,2018-01-08 02:24:10
1000135,580,10001,70793112,UPS,1000031,1000039,\N,2018-01-08 19:29:41
1000136,2200,10001,46152769,EMS,\N,1000032,2222333344440035,2018-01-08 11:51:59
1000137,4800,10008,\N,\N,1000005,\N,2222333344440014,2018-01-08 14:29:24
1000138,16260,10001,93767886,UPS,\N,1000020,2222333344440094,2018-01-08 06:36:03
1000139,30705,10001,43072622,UPS,1000015,1000023,\N,2018-01-08 23:04:12
1000140,2330,10001,53469168,UPS,1000017,1000025,\N,2018-01-08 23:37:34
1000141,3720,10001,66070296,USPS,\N,1000040,1111222233330072,2018-01-09 01:44:52
1000142,1080,10009,\N,\N,1000020,\N,\N,2018-01-09 15:09:47
1000143,3640,10001,35023494,USPS,1000013,1000021,1111222233330022,2018-01-09 21:19:54
1000144,7500,10009,\N,\N,1000022,\N,\N,2018-01-09 08:30:09
1000145,1060,10006,\N,\N,1000005,\N,\N,2018-01-09 02:47:20
1000146,510,10001,36952533,UPS,1000012,1000020,2222333344440021,2018-01-10 10:20:11
1000147,13600,10001,47093149,EMS,\N,1000043,1111222233330049,2018-01-10 11:07:28
